step,group_id,agent_id,attack_action,attack_goal,attack_reward,starve_action,turn_action,turn_old_dir,turn_old_position,turn_new_dir,turn_new_position,move_action,move_old_position,move_new_position,is_dead,dead_reasondead_time
step,group_id,agent_id,attack_action,attack_goal,attack_reward,starve_action,turn_action,turn_old_dir,turn_old_position,turn_new_dir,turn_new_position,move_action,move_old_position,move_new_position,is_dead,dead_reasondead_time
3,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|63),(50|61),0,,
3,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|56),(53|54),0,,
3,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|60),(54|58),0,,
3,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|62),(52|60),0,,
3,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|64),(52|62),0,,
3,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(55|56),(55|54),0,,
3,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|59),(54|57),0,,
3,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|61),(54|59),0,,
3,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|65),(54|63),0,,
3,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|57),(65|58),0,,
3,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|59),(65|57),0,,
3,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|61),(65|60),0,,
3,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|63),(65|62),0,,
3,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|56),(69|54),0,,
3,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|59),(69|57),0,,
3,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|61),(69|59),0,,
3,1,19,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|63),(69|61),0,,
3,1,20,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|56),(71|55),0,,
3,1,21,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|59),(71|57),0,,
3,1,22,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|61),(71|60),0,,
3,1,23,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|63),(71|62),0,,
4,0,0,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(51|54),(51|52),0,,
4,0,1,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|57),(50|55),0,,
4,0,2,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|59),(49|58),0,,
4,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|61),(50|59),0,,
4,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|54),(53|52),0,,
4,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|58),(54|56),0,,
4,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|60),(52|58),0,,
4,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|62),(52|60),0,,
4,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(55|54),(55|52),0,,
4,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|57),(54|55),0,,
4,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|59),(53|58),0,,
4,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|63),(54|61),0,,
4,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|58),(65|59),0,,
4,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|57),(65|56),0,,
4,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_FAIL,(65|60),(65|60),0,,
4,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|62),(65|61),0,,
4,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|54),(69|52),0,,
4,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|57),(69|55),0,,
4,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|59),(69|57),0,,
4,1,19,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|61),(69|60),0,,
4,1,20,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|55),(71|53),0,,
4,1,21,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|57),(71|56),0,,
4,1,22,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|60),(71|58),0,,
4,1,23,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|62),(71|61),0,,
5,0,0,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
5,0,1,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|55),(50|53),0,,
5,0,2,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(49|58),(48|58),0,,
5,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|59),(50|60),0,,
5,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|52),(53|50),0,,
5,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|56),(54|54),0,,
5,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|58),(52|56),0,,
5,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|60),(52|58),0,,
5,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
5,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|55),(54|53),0,,
5,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|58),(53|56),0,,
5,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|61),(54|59),0,,
5,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|59),(65|57),0,,
5,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|56),(65|54),0,,
5,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|60),(65|58),0,,
5,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|61),(65|59),0,,
5,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|52),(69|50),0,,
5,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|55),(69|53),0,,
5,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|57),(69|55),0,,
5,1,19,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|60),(69|58),0,,
5,1,20,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|53),(71|51),0,,
5,1,21,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|56),(71|54),0,,
5,1,22,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|58),(71|56),0,,
5,1,23,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|61),(71|59),0,,
6,0,0,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(51|52),(51|50),0,,
6,0,1,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|53),(49|52),0,,
6,0,2,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(48|58),(46|58),0,,
6,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
6,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|50),(52|49),0,,
6,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|54),(53|53),0,,
6,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|56),(50|56),0,,
6,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|58),(51|57),0,,
6,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(55|52),(55|50),0,,
6,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|53),(54|51),0,,
6,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|56),(51|56),0,,
6,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|59),(53|58),0,,
6,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|57),(65|55),0,,
6,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|54),(65|53),0,,
6,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|58),(65|56),0,,
6,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|59),(65|57),0,,
6,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|50),(69|49),0,,
6,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|53),(69|51),0,,
6,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|55),(69|53),0,,
6,1,19,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|58),(69|56),0,,
6,1,20,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|51),(71|50),0,,
6,1,21,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|54),(71|52),0,,
6,1,22,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|56),(71|55),0,,
6,1,23,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|59),(71|57),0,,
7,0,0,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
7,0,1,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(49|52),(47|52),0,,
7,0,2,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(46|58),(45|57),0,,
7,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|60),(50|58),0,,
7,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(52|49),(54|49),0,,
7,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|53),(53|51),0,,
7,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|56),(49|55),0,,
7,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(51|57),(50|57),0,,
7,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(55|50),(55|48),0,,
7,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|51),(53|50),0,,
7,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(51|56),(50|55),0,,
7,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|58),(53|56),0,,
7,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|55),(65|54),0,,
7,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|53),(63|53),0,,
7,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_FAIL,(65|56),(65|56),0,,
7,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|57),(63|57),0,,
7,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|49),(69|47),0,,
7,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|51),(70|50),0,,
7,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|53),(70|52),0,,
7,1,19,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|56),(69|54),0,,
7,1,20,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|50),(71|49),0,,
7,1,21,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|52),(71|51),0,,
7,1,22,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|55),(71|53),0,,
7,1,23,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|57),(71|56),0,,
8,0,0,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(51|50),(49|50),0,,
8,0,1,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
8,0,2,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
8,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|58),(49|57),0,,
8,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|49),(56|49),0,,
8,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|51),(54|50),0,,
8,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
8,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|57),(49|56),0,,
8,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(55|48),(57|48),0,,
8,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|50),(54|49),0,,
8,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(50|55),(51|54),0,,
8,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(53|56),(54|55),0,,
8,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|54),(65|53),0,,
8,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(63|53),(63|51),0,,
8,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|56),(65|55),0,,
8,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(63|57),(63|55),0,,
8,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|47),(69|46),0,,
8,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(70|50),(70|48),0,,
8,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
8,1,19,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|54),(69|52),0,,
8,1,20,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|49),(71|47),0,,
8,1,21,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|51),(71|49),0,,
8,1,22,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|53),(71|52),0,,
8,1,23,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|56),(71|54),0,,
9,0,0,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
9,0,1,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(47|52),(47|54),0,,
9,0,2,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(45|57),(45|59),0,,
9,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
9,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
9,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|50),(54|48),0,,
9,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_FAIL,(49|55),(49|55),0,,
9,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
9,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(57|48),(58|49),0,,
9,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
9,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(51|54),(51|52),0,,
9,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|55),(54|53),0,,
9,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|53),(65|52),0,,
9,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(63|51),(63|49),0,,
9,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|55),(65|53),0,,
9,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(63|55),(63|53),0,,
9,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|46),(69|44),0,,
9,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(70|48),(70|46),0,,
9,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_FAIL,(70|52),(70|52),0,,
9,1,19,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|52),(69|50),0,,
9,1,20,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|47),(71|46),0,,
9,1,21,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|49),(71|48),0,,
9,1,22,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|52),(71|50),0,,
9,1,23,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(71|54),(71|52),0,,
10,0,0,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(49|50),(49|52),0,,
10,0,1,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
10,0,2,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
10,0,3,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
10,0,4,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(56|49),(57|48),0,,
10,0,5,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|48),(56|48),0,,
10,0,6,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
10,0,7,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(49|56),(49|58),0,,
10,0,8,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
10,0,9,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|49),(54|47),0,,
10,0,10,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(51|52),(51|50),0,,
10,0,11,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(54|53),(54|51),0,,
10,1,12,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|52),(65|50),0,,
10,1,13,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_NULL,,,0,,
10,1,14,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(65|53),(65|51),0,,
10,1,15,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(63|53),(63|51),0,,
10,1,16,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(69|44),(68|45),0,,
10,1,17,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(70|46),(70|44),0,,
10,1,18,ATTACK_NULL,,,STARVE_NULL,TURN_NULL,,,,,MOVE_SUCCESS,(70|52),(70|50),0,,
